dayofweek,exposure,repeat,category,midcategory,subcategory,sex,price,installment,mother_code,count
6,20.0,2,6,127,150,1,59000.0,2,100089,295.3220338983051
6,20.0,2,6,127,150,0,59000.0,2,100089,225.35593220338984
6,20.0,3,6,127,150,1,59000.0,2,100089,527.0508474576271
6,20.0,3,6,127,150,0,59000.0,2,100089,473.8983050847457
6,20.0,1,6,109,309,2,29900.0,2,100452,1090.7357859531774
6,20.0,2,6,109,309,2,29900.0,2,100452,1627.7926421404682
6,2.0,3,6,109,309,2,29900.0,2,100452,358.89632107023414
6,20.0,1,9,73,63,2,39900.0,2,100070,770.8771929824561
6,20.0,2,9,73,63,2,39900.0,2,100070,1385.4887218045112
6,20.0,3,9,73,63,2,39900.0,2,100070,1839.298245614035
6,20.0,1,1,65,185,2,999000.0,0,100577,8.20920920920921
6,20.0,1,1,65,45,2,1349000.0,1,100577,5.531504818383988
6,20.0,2,1,65,185,2,999000.0,0,100577,5.48948948948949
6,20.0,2,1,65,185,2,1089000.0,1,100577,5.5151515151515165
6,20.0,2,1,65,45,2,1259000.0,0,100577,13.665607625099284
6,20.0,2,1,65,45,2,1349000.0,1,100577,5.510748702742774
6,20.0,3,1,65,185,2,999000.0,0,100577,10.927927927927929
6,20.0,3,1,65,185,2,1089000.0,1,100577,5.5151515151515165
6,20.0,3,1,65,45,2,1259000.0,0,100577,18.94757744241461
6,20.0,3,1,65,45,2,1349000.0,1,100577,32.47813194959229
6,20.0,1,5,123,197,2,109900.0,2,100780,149.26296633303002
6,20.0,2,5,123,197,2,109900.0,2,100780,387.60691537761596
6,20.0,3,5,123,197,2,109900.0,2,100780,472.96633303002716
6,20.0,1,1,9,9,2,439000.0,0,100150,48.651480637813215
6,20.0,1,1,9,9,2,489000.0,1,100150,16.445807770961142
6,20.0,2,1,9,9,2,439000.0,0,100150,71.04555808656036
6,20.0,2,1,9,9,2,489000.0,1,100150,29.494887525562373
6,20.0,3,1,9,9,2,439000.0,0,100150,90.44646924829156
6,20.0,3,1,9,9,2,489000.0,1,100150,77.98977505112474
6,20.0,1,10,24,389,2,218000.0,1,100837,33.366972477064216
6,20.0,1,10,24,389,2,208000.0,0,100837,18.625
6,20.0,1,10,24,118,2,208000.0,1,100837,7.596153846153848
6,20.0,1,10,24,118,2,198000.0,0,100837,7.606060606060606
6,20.0,2,10,24,389,2,218000.0,1,100837,114.36697247706422
6,20.0,2,10,24,389,2,208000.0,0,100837,44.418269230769226
6,20.0,2,10,24,118,2,208000.0,1,100837,44.418269230769226
6,20.0,2,10,24,118,2,198000.0,0,100837,7.626262626262625
6,20.0,3,10,24,389,2,218000.0,1,100837,107.05963302752292
6,20.0,3,10,24,389,2,208000.0,0,100837,81.21153846153847
6,20.0,3,10,24,118,2,208000.0,1,100837,37.067307692307686
6,20.0,3,10,24,118,2,198000.0,0,100837,40.747474747474755
6,20.0,1,6,72,344,0,59900.0,2,100377,239.465776293823
6,20.0,1,6,72,344,1,59900.0,2,100377,94.02337228714524
6,20.0,2,6,72,344,0,59900.0,2,100377,438.2804674457429
6,20.0,2,6,72,344,1,59900.0,2,100377,301.68614357262106
6,20.0,3,6,72,344,0,59900.0,2,100377,571.8530884808014
6,20.0,3,6,72,344,1,59900.0,2,100377,282.97161936560934
6,20.0,1,6,127,150,0,69900.0,2,100127,144.4349070100143
6,20.0,1,6,127,150,1,69900.0,2,100127,242.8612303290415
6,20.0,2,6,127,150,0,69900.0,2,100127,262.2603719599428
6,20.0,2,6,127,150,1,69900.0,2,100127,323.2618025751073
6,20.0,3,6,127,150,0,69900.0,2,100127,445.1216022889842
6,20.0,3,6,127,150,1,69900.0,2,100127,553.0615164520743
6,20.0,1,5,59,398,2,89000.0,2,100610,175.01123595505618
6,20.0,1,5,54,394,2,89000.0,2,100610,59.14606741573034
6,20.0,1,5,16,14,2,89000.0,2,100610,21.595505617977533
6,20.0,2,5,59,398,2,89000.0,2,100610,414.33707865168543
6,20.0,2,5,54,394,2,89000.0,2,100610,109.61797752808987
6,20.0,2,5,16,14,2,89000.0,2,100610,21.640449438202246
6,20.0,3,5,59,398,2,89000.0,2,100610,570.2247191011237
6,20.0,3,5,54,394,2,89000.0,2,100610,171.79775280898878
6,20.0,3,5,16,14,2,89000.0,2,100610,46.4494382022472
6,20.0,1,3,139,378,2,30900.0,2,100253,1124.2071197411003
6,20.0,2,3,139,378,2,30900.0,2,100253,1227.4433656957926
6,20.0,3,3,139,378,2,30900.0,2,100253,1593.074433656958
6,20.0,1,3,138,401,2,59900.0,2,100849,724.2737896494158
6,20.0,1,0,33,144,2,1349100.0,2,100504,2.8367059521162257
6,20.0,1,0,33,357,2,1529100.0,2,100504,5.628801255640575
6,20.0,2,0,33,144,2,1349100.0,2,100504,2.8367059521162257
6,20.0,2,0,33,357,2,1529100.0,2,100504,5.628801255640575
6,20.0,3,0,33,144,2,1349100.0,2,100504,5.632643984878807
6,20.0,3,0,33,357,2,1529100.0,2,100504,11.225557517493947
6,20.0,3,0,33,357,2,1699000.0,2,100504,5.628016480282519
6,20.0,1,4,57,396,2,89000.0,2,100635,64.79775280898876
6,20.0,2,4,57,396,2,89000.0,2,100635,227.16853932584272
6,20.0,3,4,57,396,2,89000.0,2,100635,596.7977528089888
6,20.0,1,1,38,34,2,1409000.0,0,100155,36.05890702625975
6,20.0,1,1,38,34,2,1549000.0,1,100155,19.4958037443512
6,20.0,2,1,38,34,2,1409000.0,0,100155,22.223562810503907
6,20.0,2,1,38,34,2,1549000.0,1,100155,22.269205939315686
6,20.0,3,1,38,34,2,1409000.0,0,100155,22.203690560681334
6,20.0,3,1,38,34,2,1549000.0,1,100155,16.686894770819887
6,20.0,1,10,4,237,2,179000.0,1,100770,129.70391061452514
6,20.0,1,10,4,237,2,171000.0,0,100770,72.67836257309942
6,20.0,2,10,4,237,2,179000.0,1,100770,290.13966480446925
6,20.0,2,10,4,237,2,171000.0,0,100770,253.5087719298245
6,20.0,3,10,4,237,2,179000.0,1,100770,614.2067039106146
6,20.0,3,10,4,237,2,171000.0,0,100770,515.561403508772
6,20.0,1,5,123,197,2,79900.0,2,100664,211.83979974968707
6,20.0,2,5,123,197,2,79900.0,2,100664,352.3404255319149
0,20.0,3,5,123,197,2,79900.0,2,100664,353.9799749687108
0,20.0,1,6,133,207,1,69900.0,2,100346,257.7682403433477
0,20.0,1,6,133,207,0,69900.0,2,100346,60.05722460658083
0,20.0,2,6,133,207,1,69900.0,2,100346,356.08011444921317
0,20.0,2,6,133,207,0,69900.0,2,100346,65.50786838340487
0,20.0,3,6,133,207,1,69900.0,2,100346,351.94563662374816
0,20.0,3,6,133,207,0,69900.0,2,100346,94.67811158798284
0,20.0,1,9,7,275,0,39800.0,2,100781,105.82914572864321
0,20.0,1,9,7,275,1,39800.0,2,100781,168.34170854271358
0,16.0,2,9,7,275,0,39800.0,2,100781,176.23115577889448
0,16.0,2,9,7,275,1,39800.0,2,100781,169.47236180904522
0,20.0,2,2,154,215,2,179000.0,2,100367,42.765363128491614
0,20.0,3,2,154,215,2,179000.0,2,100367,78.03910614525141
0,20.0,1,7,64,406,2,39800.0,2,100074,330.85427135678384
0,20.0,2,7,64,406,2,39800.0,2,100074,408.11557788944725
0,20.0,3,7,64,406,2,39800.0,2,100074,556.1557788944724
0,20.0,1,6,18,80,2,49000.0,2,100452,280.0408163265306
0,20.0,2,6,18,80,2,49000.0,2,100452,609.4489795918367
0,20.0,3,6,18,80,2,49000.0,2,100452,878.2857142857142
0,20.0,1,2,92,297,2,69000.0,2,100315,142.6231884057971
0,20.0,2,2,92,297,2,69000.0,2,100315,313.07246376811594
0,20.0,3,2,92,297,2,69000.0,2,100315,368.4782608695652
0,20.0,1,5,123,197,2,139000.0,2,100607,158.5611510791367
0,20.0,2,5,123,197,2,139000.0,2,100607,246.54676258992802
0,20.0,3,5,123,197,2,139000.0,2,100607,322.84892086330933
0,20.0,1,5,49,471,2,59000.0,2,100613,218.8983050847457
0,20.0,1,5,49,47,2,59000.0,2,100613,151.37288135593218
0,20.0,2,5,49,471,2,59000.0,2,100613,316.8305084745763
0,20.0,2,5,49,47,2,59000.0,2,100613,317.33898305084745
0,20.0,3,5,49,471,2,59000.0,2,100613,366.23728813559325
0,20.0,3,5,49,47,2,59000.0,2,100613,254.08474576271183
0,20.0,1,10,24,389,2,218000.0,1,100837,29.68807339449541
0,20.0,1,10,24,389,2,208000.0,0,100837,18.677884615384613
0,20.0,1,10,24,118,2,208000.0,1,100837,11.288461538461535
0,20.0,1,10,24,118,2,198000.0,0,100837,7.626262626262625
0,20.0,2,10,24,389,2,218000.0,1,100837,33.39908256880734
0,20.0,2,10,24,389,2,208000.0,0,100837,40.759615384615394
0,20.0,2,10,24,118,2,208000.0,1,100837,14.966346153846152
0,20.0,2,10,24,118,2,198000.0,0,100837,15.015151515151516
0,20.0,3,10,24,389,2,218000.0,1,100837,66.5183486238532
0,20.0,3,10,24,389,2,208000.0,0,100837,44.418269230769226
0,20.0,3,10,24,118,2,208000.0,1,100837,22.322115384615387
0,20.0,3,10,24,118,2,198000.0,0,100837,14.974747474747474
0,30.0,1,9,7,438,2,59800.0,2,100731,293.86287625418066
0,30.0,1,9,7,438,2,59800.0,2,100731,307.95986622073576
0,30.0,2,9,7,438,2,59800.0,2,100731,456.4381270903009
0,30.0,2,9,7,438,2,59800.0,2,100731,329.2809364548495
0,20.0,1,5,123,197,2,69900.0,2,100192,215.7224606580829
0,20.0,2,5,123,197,2,69900.0,2,100192,330.9871244635193
0,20.0,3,5,123,197,2,69900.0,2,100192,512.2174535050071
0,20.0,1,4,57,396,2,89000.0,2,100635,174.32584269662922
0,20.0,2,4,57,396,2,89000.0,2,100635,238.77528089887642
0,20.0,3,4,57,396,2,89000.0,2,100635,419.8651685393258
0,20.0,1,3,139,234,2,32900.0,2,100841,610.8814589665652
0,20.0,2,3,139,234,2,32900.0,2,100841,754.0425531914892
0,20.0,3,3,139,234,2,32900.0,2,100841,1078.5106382978722
0,20.0,1,3,139,416,2,40900.0,2,100702,439.33985330073347
0,20.0,2,3,139,416,2,40900.0,2,100702,535.0122249388753
0,20.0,3,3,139,416,2,40900.0,2,100702,866.7970660146698
0,20.0,1,3,139,20,2,40900.0,2,100511,613.6674816625917
0,20.0,2,3,139,20,2,40900.0,2,100511,845.085574572127
0,20.0,3,3,139,20,2,40900.0,2,100511,984.4254278728606
0,20.0,1,5,59,398,2,89000.0,2,100610,155.35955056179776
0,20.0,1,5,54,394,2,89000.0,2,100610,54.80898876404493
0,20.0,1,5,16,14,2,89000.0,2,100610,13.157303370786517
0,20.0,2,5,59,398,2,89000.0,2,100610,324.9438202247191
0,20.0,2,5,54,394,2,89000.0,2,100610,97.6741573033708
0,20.0,2,5,16,14,2,89000.0,2,100610,4.764044943820225
0,20.0,3,5,59,398,2,89000.0,2,100610,413.3483146067416
0,20.0,3,5,54,394,2,89000.0,2,100610,105.17977528089888
0,20.0,3,5,16,14,2,89000.0,2,100610,38.01123595505618
0,20.0,1,10,156,229,2,60900.0,2,100088,258.81773399014776
0,20.0,2,10,156,229,2,60900.0,2,100088,597.9967159277504
0,20.0,3,10,156,229,2,60900.0,2,100088,929.2610837438423
0,20.0,1,1,9,9,2,439000.0,0,100150,29.175398633257398
0,20.0,1,1,9,9,2,489000.0,1,100150,29.29243353783231
0,20.0,2,1,9,9,2,439000.0,0,100150,48.42596810933941
0,20.0,2,1,9,9,2,489000.0,1,100150,32.45398773006135
0,20.0,3,1,9,9,2,439000.0,0,100150,97.11161731207292
0,20.0,3,1,9,9,2,489000.0,1,100150,55.25562372188139
0,20.0,1,5,123,197,2,99000.0,2,100695,441.7878787878788
0,20.0,2,5,123,197,2,99000.0,2,100695,827.5656565656566
0,20.0,3,5,123,197,2,99000.0,2,100695,215.41414141414143
0,20.0,1,4,37,286,2,189000.0,2,100501,133.35449735449737
0,20.0,2,4,37,286,2,189000.0,2,100501,201.11111111111111
0,20.0,3,4,37,286,2,189000.0,2,100501,220.55026455026456
1,20.0,1,6,157,230,2,199000.0,2,100271,66.40201005025125
1,20.0,1,6,133,207,2,199000.0,2,100270,32.673366834170864
1,20.0,1,6,157,230,2,199000.0,2,100271,161.3366834170854
1,20.0,1,6,133,207,2,199000.0,2,100270,100.01005025125627
1,20.0,1,6,157,230,2,199000.0,2,100271,336.5678391959799
1,20.0,1,6,133,207,2,199000.0,2,100270,122.40201005025128
1,20.0,1,6,72,344,0,59900.0,2,100377,66.74457429048414
1,20.0,1,6,72,344,1,59900.0,2,100377,43.989983305509185
1,20.0,2,6,72,344,0,59900.0,2,100377,142.05342237061768
1,20.0,2,6,72,344,1,59900.0,2,100377,101.58597662771284
1,16.0,3,6,72,344,0,59900.0,2,100377,100.25041736227043
1,16.0,3,6,72,344,1,59900.0,2,100377,91.60267111853088
1,20.0,1,4,150,110,2,39000.0,2,100134,167.76923076923075
1,20.0,2,4,150,110,2,39000.0,2,100134,293.2564102564103
1,20.0,3,4,150,110,2,39000.0,2,100134,553.4615384615385
1,20.0,1,6,127,299,2,39000.0,2,100783,475.948717948718
1,20.0,2,6,127,299,2,39000.0,2,100783,561.6666666666666
1,20.0,3,6,127,299,2,39000.0,2,100783,667.9230769230769
1,20.0,1,10,153,113,2,109800.0,2,100255,88.97996357012751
1,20.0,2,10,153,113,2,109800.0,2,100255,149.3806921675774
1,20.0,3,10,153,113,2,109800.0,2,100255,257.5956284153005
1,20.0,1,6,72,344,0,59900.0,2,100377,118.96494156928213
1,20.0,1,6,72,344,1,59900.0,2,100377,93.9398998330551
1,20.0,2,6,72,344,0,59900.0,2,100377,279.9499165275459
1,20.0,2,6,72,344,1,59900.0,2,100377,227.86310517529216
1,20.0,3,6,72,344,0,59900.0,2,100377,385.1419031719532
1,20.0,3,6,72,344,1,59900.0,2,100377,269.41569282136896
1,20.0,1,1,106,147,2,1059000.0,0,100153,5.115203021718601
1,20.0,1,1,106,147,2,1149000.0,1,100153,10.209747606614448
1,20.0,1,1,106,109,2,809000.0,0,100153,2.5883807169344872
1,20.0,2,1,106,147,2,1059000.0,0,100153,20.31916902738433
1,20.0,2,1,106,147,2,1149000.0,1,100153,40.70757180156658
1,20.0,2,1,106,109,2,809000.0,0,100153,2.5883807169344872
1,20.0,2,1,106,109,2,899000.0,1,100153,7.7018909899888754
1,20.0,3,1,106,147,2,1059000.0,0,100153,25.411709159584518
1,20.0,3,1,106,147,2,1149000.0,1,100153,25.491731940818106
1,20.0,3,1,106,109,2,809000.0,0,100153,5.11495673671199
1,20.0,3,1,106,109,2,899000.0,1,100153,5.114571746384872
1,20.0,1,10,67,53,2,289000.0,1,100765,20.34948096885813
1,20.0,1,10,67,358,2,219000.0,1,100765,33.333333333333336
1,20.0,1,10,67,358,2,209000.0,0,100765,6.84688995215311
1,20.0,2,10,67,53,2,289000.0,1,100765,20.242214532871973
1,20.0,2,10,67,53,2,279000.0,0,100765,16.881720430107528
1,20.0,2,10,67,358,2,219000.0,1,100765,13.611872146118719
1,20.0,2,10,67,358,2,209000.0,0,100765,23.511961722488042
1,20.0,3,10,67,53,2,289000.0,1,100765,13.550173010380625
1,20.0,3,10,67,53,2,279000.0,0,100765,33.69892473118279
1,20.0,3,10,67,358,2,219000.0,1,100765,30.164383561643834
1,20.0,3,10,67,358,2,209000.0,0,100765,23.363636363636363
1,20.0,1,5,123,197,2,89900.0,2,100080,229.34371523915462
1,20.0,2,5,123,197,2,89900.0,2,100080,383.337041156841
1,20.0,3,5,123,197,2,89900.0,2,100080,576.2291434927698
1,20.0,1,4,155,301,2,59800.0,2,100330,349.9163879598662
1,20.0,2,4,155,301,2,59800.0,2,100330,558.1605351170568
1,20.0,3,4,155,301,2,59800.0,2,100330,528.9632107023411
1,20.0,1,9,73,63,2,39900.0,2,100070,389.1979949874688
1,20.0,2,9,73,63,2,39900.0,2,100070,1002.7568922305763
1,20.0,3,9,73,63,2,39900.0,2,100070,1290.7268170426064
1,20.0,1,5,123,197,2,109900.0,2,100780,130.13648771610556
1,20.0,2,5,123,197,2,109900.0,2,100780,260.3093721565059
1,20.0,3,5,123,197,2,109900.0,2,100780,345.7870791628753
1,20.0,1,3,139,378,2,30900.0,2,100253,1005.4045307443367
1,20.0,2,3,139,378,2,30900.0,2,100253,1287.993527508091
1,20.0,3,3,139,378,2,30900.0,2,100253,1866.148867313916
1,20.0,1,6,18,80,2,49000.0,2,100452,332.44897959183675
1,20.0,2,6,18,80,2,49000.0,2,100452,928.2448979591836
1,20.0,3,6,18,80,2,49000.0,2,100452,1085.7551020408164
1,20.0,1,3,139,320,2,59900.0,2,100832,422.1535893155259
1,20.0,2,3,139,320,2,59900.0,2,100832,633.322203672788
1,20.0,3,3,139,320,2,59900.0,2,100832,811.6861435726213
1,20.0,1,3,139,429,2,49900.0,2,100322,178.37675350701406
1,20.0,1,3,139,116,2,49900.0,2,100322,191.78356713426854
1,20.0,2,3,139,429,2,49900.0,2,100322,345.43086172344687
1,20.0,2,3,139,116,2,49900.0,2,100322,304.1683366733467
1,20.0,3,3,139,429,2,49900.0,2,100322,336.93386773547087
1,20.0,3,3,139,116,2,49900.0,2,100322,262.7254509018036
1,20.0,1,0,98,380,2,499000.0,2,100500,12.877755511022045
1,20.0,1,0,98,380,2,549000.0,2,100500,5.207650273224044
1,20.0,1,0,98,330,2,549000.0,2,100500,5.204007285974499
1,20.0,1,0,98,330,2,599000.0,2,100500,5.196994991652756
1,20.0,1,0,98,284,2,599000.0,2,100500,5.196994991652756
1,20.0,1,0,98,284,2,649000.0,2,100500,5.191063174114022
1,20.0,2,0,98,380,2,499000.0,2,100500,33.322645290581164
1,20.0,2,0,98,380,2,549000.0,2,100500,7.759562841530053
1,20.0,2,0,98,330,2,549000.0,2,100500,15.431693989071038
1,20.0,2,0,98,330,2,599000.0,2,100500,5.200333889816361
1,20.0,2,0,98,284,2,599000.0,2,100500,10.31719532554257
1,20.0,2,0,98,284,2,649000.0,2,100500,5.194144838212635
1,20.0,3,0,98,380,2,499000.0,2,100500,61.43887775551104
1,20.0,3,0,98,380,2,549000.0,2,100500,20.553734061930786
1,20.0,3,0,98,330,2,549000.0,2,100500,18.00182149362477
1,20.0,3,0,98,330,2,599000.0,2,100500,7.752921535893155
1,20.0,3,0,98,284,2,599000.0,2,100500,25.65609348914857
1,20.0,3,0,98,284,2,649000.0,2,100500,2.637904468412944
1,20.0,1,6,157,230,2,199000.0,2,100271,128.6683417085427
1,20.0,1,6,133,207,2,199000.0,2,100270,73.24120603015075
1,20.0,1,6,157,230,2,199000.0,2,100271,401.50251256281405
1,20.0,1,6,133,207,2,199000.0,2,100270,189.12060301507537
1,20.0,1,6,157,230,2,199000.0,2,100271,404.6080402010051
1,20.0,1,6,133,207,2,199000.0,2,100270,298.51256281407035
1,20.0,1,1,38,34,2,1409000.0,0,100155,16.661462029808376
1,20.0,1,1,38,34,2,1549000.0,1,100155,13.896061975468044
1,20.0,2,1,38,34,2,1409000.0,0,100155,22.203690560681334
1,20.0,2,1,38,34,2,1549000.0,1,100155,5.595868302130406
1,20.0,3,1,38,34,2,1409000.0,0,100155,47.14265436479773
1,20.0,3,1,38,34,2,1549000.0,1,100155,30.551323434473854
1,20.0,1,6,157,230,0,49900.0,2,100377,166.73346693386773
1,20.0,1,6,157,230,1,49900.0,2,100377,505.59118236472943
1,20.0,2,6,157,230,0,49900.0,2,100377,219.23847695390785
1,20.0,2,6,157,230,1,49900.0,2,100377,397.9559118236473
1,20.0,3,6,157,230,0,49900.0,2,100377,413.94789579158316
1,20.0,3,6,157,230,1,49900.0,2,100377,610.1402805611223
2,20.0,1,4,41,57,2,450000.0,0,100182,33.41777777777778
2,20.0,2,4,41,57,2,450000.0,0,100182,77.8
2,20.0,2,4,41,57,2,490000.0,1,100182,3.8
2,20.0,2,4,41,8,2,400000.0,0,100182,7.4875
2,20.0,2,4,41,8,2,440000.0,1,100182,3.8022727272727272
2,20.0,3,4,41,57,2,450000.0,0,100182,58.8
2,20.0,3,4,41,57,2,490000.0,1,100182,25.314285714285717
2,20.0,3,4,41,8,2,400000.0,0,100182,3.805
2,20.0,1,6,127,150,1,59000.0,2,100089,57.57627118644068
2,20.0,1,6,127,150,0,59000.0,2,100089,82.64406779661017
2,20.0,2,6,127,150,1,59000.0,2,100089,162.76271186440678
2,20.0,2,6,127,150,0,59000.0,2,100089,122.93220338983048
2,16.0,3,6,127,150,1,59000.0,2,100089,156.42372881355934
2,16.0,3,6,127,150,0,59000.0,2,100089,114.40677966101696
2,20.0,1,9,7,275,0,39800.0,2,100781,70.52763819095478
2,20.0,1,9,7,275,1,39800.0,2,100781,136.78391959798995
2,20.0,2,9,7,275,0,39800.0,2,100781,112.01005025125627
2,20.0,2,9,7,275,1,39800.0,2,100781,214.59798994974875
2,20.0,3,9,7,275,0,39800.0,2,100781,144.59798994974875
2,20.0,3,9,7,275,1,39800.0,2,100781,339.8743718592965
2,20.0,1,2,92,297,2,59900.0,2,100309,300.3672787979967
2,20.0,2,2,92,297,2,59900.0,2,100309,482.17028380634383
2,20.0,3,2,92,297,2,59900.0,2,100309,710.4674457429048
2,20.0,1,10,24,389,2,218000.0,1,100837,18.651376146788987
2,20.0,1,10,24,389,2,208000.0,0,100837,11.288461538461535
2,20.0,1,10,24,118,2,198000.0,0,100837,3.9292929292929295
2,20.0,2,10,24,389,2,218000.0,1,100837,44.41743119266055
2,20.0,2,10,24,389,2,208000.0,0,100837,59.12980769230769
2,20.0,2,10,24,118,2,208000.0,1,100837,7.6105769230769225
2,20.0,2,10,24,118,2,198000.0,0,100837,11.33838383838384
2,20.0,3,10,24,389,2,218000.0,1,100837,95.95871559633028
2,20.0,3,10,24,389,2,208000.0,0,100837,37.067307692307686
2,20.0,3,10,24,118,2,208000.0,1,100837,18.677884615384613
2,20.0,3,10,24,118,2,198000.0,0,100837,26.025252525252533
2,20.0,1,5,123,197,2,139000.0,2,100607,137.05755395683454
2,20.0,2,5,123,197,2,139000.0,2,100607,284.2517985611512
2,20.0,3,5,123,197,2,139000.0,2,100607,385.47482014388487
2,20.0,1,6,127,150,1,59000.0,2,100089,121.71186440677972
2,20.0,1,6,127,150,0,59000.0,2,100089,86.05084745762709
2,20.0,2,6,127,150,1,59000.0,2,100089,309.4406779661017
2,20.0,2,6,127,150,0,59000.0,2,100089,253.96610169491527
2,20.0,3,6,127,150,1,59000.0,2,100089,361.35593220338967
2,20.0,3,6,127,150,0,59000.0,2,100089,317.1525423728813
2,20.0,1,9,73,63,2,39900.0,2,100070,531.704260651629
2,20.0,2,9,73,63,2,39900.0,2,100070,1005.6892230576441
2,20.0,3,9,73,63,2,39900.0,2,100070,1071.5288220551379
2,20.0,1,4,103,82,2,39900.0,2,100807,193.95989974937345
2,20.0,1,4,103,82,2,29900.0,2,100807,59.297658862876254
2,20.0,2,4,103,82,2,39900.0,2,100807,389.7744360902256
2,20.0,2,4,103,82,2,29900.0,2,100807,94.54849498327759
2,20.0,3,4,103,82,2,39900.0,2,100807,657.6190476190476
2,20.0,3,4,103,82,2,29900.0,2,100807,135.31772575250835
2,20.0,1,6,157,230,2,199000.0,2,100271,100.65326633165829
2,20.0,1,6,133,207,2,199000.0,2,100270,5.85427135678392
2,20.0,1,6,157,230,2,199000.0,2,100271,200.39698492462315
2,20.0,1,6,133,207,2,199000.0,2,100270,96.17085427135679
2,20.0,1,6,157,230,2,199000.0,2,100271,310.08542713567834
2,20.0,1,6,133,207,2,199000.0,2,100270,99.31658291457286
2,20.0,1,6,127,150,0,69900.0,2,100127,74.94992846924177
2,20.0,1,6,127,150,1,69900.0,2,100127,130.3862660944206
2,20.0,2,6,127,150,0,69900.0,2,100127,195.67954220314726
2,20.0,2,6,127,150,1,69900.0,2,100127,247.26752503576537
2,20.0,3,6,127,150,0,69900.0,2,100127,211.61659513590843
2,20.0,3,6,127,150,1,69900.0,2,100127,316.78111587982835
2,20.0,1,5,49,471,2,59000.0,2,100613,200.4576271186441
2,20.0,1,5,49,47,2,59000.0,2,100613,158.47457627118644
2,20.0,2,5,49,471,2,59000.0,2,100613,325.11864406779665
2,20.0,2,5,49,47,2,59000.0,2,100613,297.0508474576271
2,20.0,3,5,49,471,2,59000.0,2,100613,421.2542372881356
2,20.0,3,5,49,47,2,59000.0,2,100613,329.9491525423729
2,20.0,1,3,139,210,2,39900.0,2,100435,601.6541353383459
2,20.0,2,3,139,210,2,39900.0,2,100435,918.471177944862
2,20.0,3,3,139,210,2,39900.0,2,100435,1355.3132832080198
2,20.0,1,10,4,237,2,179000.0,1,100770,79.46927374301677
2,20.0,1,10,4,237,2,171000.0,0,100770,42.380116959064324
2,20.0,2,10,4,237,2,179000.0,1,100770,191.3575418994413
2,20.0,2,10,4,237,2,171000.0,0,100770,135.95906432748538
2,20.0,3,10,4,237,2,179000.0,1,100770,277.83240223463685
2,20.0,3,10,4,237,2,171000.0,0,100770,135.64327485380116
2,20.0,1,3,139,234,2,32900.0,2,100841,796.2917933130699
2,20.0,2,3,139,234,2,32900.0,2,100841,1293.8601823708207
2,20.0,3,3,139,234,2,32900.0,2,100841,1454.224924012158
2,20.0,1,6,133,207,1,69900.0,2,100346,161.41630901287553
2,20.0,1,6,133,207,0,69900.0,2,100346,52.90414878397712
2,20.0,2,6,133,207,1,69900.0,2,100346,358.8698140200286
2,20.0,2,6,133,207,0,69900.0,2,100346,124.70672389127323
2,20.0,3,6,133,207,1,69900.0,2,100346,436.137339055794
2,20.0,3,6,133,207,0,69900.0,2,100346,195.30758226037202
2,20.0,1,4,57,396,2,89000.0,2,100635,155.52808988764045
2,20.0,2,4,57,396,2,89000.0,2,100635,423.5056179775282
2,20.0,3,4,57,396,2,89000.0,2,100635,544.8988764044943
2,20.0,1,1,113,335,2,1000000.0,0,100575,6.065
2,20.0,1,1,113,335,2,1080000.0,1,100575,3.055555555555556
2,20.0,1,1,113,22,2,1700000.0,0,100575,12.127058823529413
2,20.0,1,1,113,22,2,1800000.0,1,100575,9.107222222222225
2,20.0,2,1,113,335,2,1000000.0,0,100575,24.17
2,20.0,2,1,113,335,2,1080000.0,1,100575,9.075
2,20.0,2,1,113,22,2,1700000.0,0,100575,9.088823529411764
2,20.0,2,1,113,22,2,1800000.0,1,100575,3.048888888888889
2,20.0,2,1,113,334,2,2880000.0,1,100575,3.0444444444444443
2,20.0,3,1,113,335,2,1000000.0,0,100575,21.131999999999998
2,20.0,3,1,113,335,2,1080000.0,1,100575,21.141666666666666
2,20.0,3,1,113,22,2,1700000.0,0,100575,9.107058823529412
2,20.0,3,1,113,22,2,1800000.0,1,100575,18.22055555555556
2,20.0,3,1,113,334,2,2880000.0,1,100575,6.071875
2,20.0,1,0,98,380,2,548000.0,2,100205,16.368613138686133
2,20.0,1,0,98,330,2,598000.0,2,100205,19.08026755852843
2,20.0,1,0,98,284,2,648000.0,2,100205,19.075617283950614
2,20.0,2,0,98,380,2,548000.0,2,100205,65.20072992700729
2,20.0,2,0,98,330,2,598000.0,2,100205,29.9247491638796
2,20.0,2,0,98,284,2,648000.0,2,100205,48.945987654320994
2,20.0,3,0,98,380,2,548000.0,2,100205,70.6587591240876
2,20.0,3,0,98,330,2,598000.0,2,100205,54.3695652173913
2,20.0,3,0,98,284,2,648000.0,2,100205,40.77777777777778
2,20.0,1,1,9,9,2,439000.0,0,100150,64.60364464692483
2,20.0,1,1,9,9,2,489000.0,1,100150,29.157464212678928
2,20.0,2,1,9,9,2,439000.0,0,100150,77.5626423690205
2,20.0,2,1,9,9,2,489000.0,1,100150,35.750511247443754
2,20.0,3,1,9,9,2,439000.0,0,100150,48.50113895216401
2,20.0,3,1,9,9,2,489000.0,1,100150,38.84458077709611
3,30.0,1,6,157,230,1,49000.0,2,100090,511.3265306122449
